rainfall_mm,past_rain_3day,past_rain_7day,soil_moisture,ndvi,elevation,slope,river_distance_km,temperature,humidity,month,landslide
72.7,120.25,268.66,0.3055,0.6599,1554.1,53.59,5.544,32.3,63.4,7,0
128.79,373.54,1440.93,0.594,0.728,3461.7,19.61,2.068,32.4,100.0,7,0
58.31,178.6,321.78,0.38,0.6294,1750.3,57.99,0.409,21.5,70.3,7,1
63.37,240.21,717.08,0.5006,0.2527,1046.2,38.66,0.368,33.7,80.0,7,0
97.78,279.21,568.07,0.3288,0.4516,3141.1,41.55,0.52,34.4,79.7,7,1
68.85,148.13,487.57,0.3806,0.6482,1820.5,57.5,4.171,15.4,72.6,7,0
131.02,216.01,590.62,0.4448,0.5735,2177.3,54.05,3.722,11.7,92.5,7,1
71.0,263.58,494.62,0.4858,0.6997,515.7,41.09,0.684,18.3,75.7,7,0
139.38,375.93,1144.58,0.5255,0.05,1463.6,50.19,5.63,22.2,100.0,7,1
126.33,422.37,1410.97,0.5506,0.0758,3315.9,31.0,0.991,12.3,91.6,7,1
131.33,201.81,498.2,0.5003,0.3381,2145.4,37.84,4.725,13.5,89.2,7,1
147.63,401.61,1553.0,0.6487,0.6362,1336.9,8.72,2.013,34.3,100.0,7,0
102.49,237.19,664.55,0.5007,0.4517,2264.7,10.39,3.945,28.4,84.2,7,0
75.13,118.39,452.65,0.3295,0.7832,3204.4,54.77,1.441,31.9,96.2,7,0
97.88,336.63,1132.2,0.551,0.624,1104.2,8.58,1.279,34.3,81.7,7,0
86.29,240.08,995.6,0.4436,0.6634,1866.9,15.16,5.523,19.5,85.8,7,0
82.73,193.0,632.39,0.3604,0.6167,3363.7,52.75,0.108,27.2,81.9,7,1
104.23,366.31,842.94,0.4966,0.6473,768.9,5.07,11.035,14.6,64.9,7,0
92.66,242.53,975.21,0.5263,0.6289,2574.9,21.94,3.134,23.8,71.9,7,0
81.65,123.19,482.19,0.3717,0.6328,2227.8,40.04,1.699,15.2,71.0,7,0
94.32,364.18,1611.65,0.6918,0.0784,2442.9,40.73,2.967,14.0,66.3,7,1
114.18,244.26,501.38,0.3812,0.0883,1359.0,51.63,0.393,12.5,81.1,8,1
124.37,444.79,1510.65,0.5866,0.0837,1235.8,35.36,2.165,24.5,76.3,8,1
60.38,213.82,668.72,0.4311,0.05,2457.9,35.56,12.618,33.7,59.2,8,0
92.88,177.02,639.27,0.4149,0.1641,911.3,48.52,0.805,13.1,79.8,8,0
96.92,260.24,1157.14,0.5938,0.769,1584.9,34.92,3.843,22.6,94.4,8,0
70.89,113.46,367.3,0.3209,0.4715,821.0,41.51,1.713,27.2,60.4,8,0
97.46,232.58,849.28,0.431,0.1662,227.4,58.87,3.171,22.4,69.5,8,1
104.16,346.57,948.74,0.4289,0.5917,3401.2,29.09,0.688,32.8,77.0,8,1
113.43,237.37,618.86,0.5171,0.3613,1624.6,28.11,1.907,14.2,82.9,8,0
102.38,183.56,496.58,0.3824,0.1336,3398.9,5.21,11.75,10.6,68.4,8,0
78.43,217.09,413.38,0.3437,0.6138,663.1,41.81,0.652,19.6,67.9,8,0
150.76,428.52,1100.78,0.5043,0.1917,2138.3,6.79,3.035,23.9,88.9,8,0
121.18,386.53,876.24,0.5165,0.5183,863.2,35.25,2.571,16.4,88.9,8,0
114.27,388.29,1178.47,0.5673,0.1831,2807.2,53.25,2.498,14.2,87.7,8,1
125.58,406.81,1238.42,0.5173,0.4126,2786.2,38.0,2.864,30.1,86.5,8,0
106.57,385.1,1488.84,0.5758,0.7162,571.6,21.18,2.093,14.7,78.9,8,0
132.61,272.82,861.08,0.3983,0.0794,3209.8,52.17,0.1,21.1,84.1,8,1
101.88,297.93,908.79,0.4875,0.7919,842.3,21.18,6.911,33.9,81.0,8,0
100.5,241.22,585.06,0.4804,0.0505,2222.8,48.98,5.263,25.3,72.3,8,1
116.34,454.33,1863.51,0.6412,0.3564,3452.6,41.62,0.574,22.4,97.3,8,1
139.86,363.75,744.12,0.4796,0.634,3111.9,15.2,1.6,19.0,80.0,8,0
138.26,539.1,2400.2,0.7478,0.7317,3356.7,59.31,4.416,23.0,86.2,8,1
115.28,394.56,1217.36,0.4871,0.1453,1330.6,17.04,11.745,28.4,91.5,8,0
113.37,373.69,860.3,0.5049,0.0906,548.4,64.38,9.056,30.6,80.8,8,1
117.86,321.62,886.61,0.5935,0.4872,821.5,5.44,6.889,26.2,90.7,8,0
125.1,326.31,600.89,0.4466,0.0582,1851.6,20.81,0.517,29.8,100.0,8,0
132.92,374.36,842.17,0.4466,0.3753,2817.7,16.99,7.377,12.2,96.5,8,0
94.54,211.21,571.42,0.3961,0.6907,695.5,5.84,6.322,10.4,68.7,8,0
133.41,501.78,1654.34,0.7241,0.4381,2377.1,48.94,1.419,28.4,80.8,8,1
109.03,380.06,816.98,0.4777,0.1702,1267.8,46.61,1.505,16.5,81.2,8,1
116.73,408.96,1482.52,0.5563,0.3965,1326.0,52.54,1.848,31.9,88.6,8,1
135.0,348.7,1422.54,0.5795,0.6649,2384.3,20.4,3.203,23.4,100.0,8,0
119.13,199.87,668.63,0.4436,0.4685,1741.1,31.66,0.907,22.0,79.5,8,0
123.36,395.69,1029.43,0.528,0.5842,2879.7,44.55,0.1,29.3,83.1,8,1
90.72,221.0,470.23,0.469,0.2351,714.5,31.39,0.457,28.5,75.2,8,0
137.91,506.98,933.83,0.5493,0.2107,2806.8,46.84,1.74,27.6,89.2,8,1
117.85,406.68,1535.55,0.615,0.2247,412.0,43.04,0.994,27.2,97.3,8,1
103.61,193.05,675.09,0.4321,0.514,840.4,11.88,4.338,22.9,80.2,8,0
127.98,384.5,1186.55,0.5555,0.144,2365.3,51.86,0.338,33.2,89.6,8,1
165.15,533.53,1107.28,0.4896,0.3091,3021.3,48.24,7.484,32.3,100.0,8,1
71.23,208.02,490.72,0.4465,0.5897,1033.8,44.35,6.771,18.2,84.1,8,0
80.36,223.82,895.49,0.4677,0.5895,1279.7,14.31,7.183,30.1,73.8,8,0
167.59,346.85,1073.71,0.5379,0.06,1972.5,21.08,4.037,32.3,100.0,8,1
111.12,232.22,1021.69,0.5887,0.5061,898.2,28.59,0.34,25.5,98.0,8,0
105.23,359.88,1619.44,0.6494,0.5028,2876.8,21.8,1.729,23.9,80.7,8,0
97.57,150.92,597.92,0.4303,0.05,2753.0,18.67,0.423,26.8,74.8,8,0
130.67,450.44,1124.8,0.4976,0.05,679.5,53.32,13.194,14.1,100.0,8,1
165.74,466.88,1131.72,0.5209,0.4251,1730.6,43.29,1.215,12.2,100.0,8,1
83.83,321.94,799.96,0.4021,0.3366,2756.9,38.93,2.641,30.5,75.2,8,0
98.03,391.48,1747.69,0.6739,0.1667,1313.2,18.56,4.534,24.3,84.6,8,0
91.69,289.62,783.53,0.349,0.05,2289.3,60.08,7.6,13.1,69.1,8,1
118.78,300.58,1114.39,0.5698,0.0798,365.7,16.47,4.226,20.4,94.5,8,0
131.02,352.13,1545.63,0.6437,0.714,2208.7,52.7,3.367,17.5,74.9,8,1
140.98,283.44,1137.44,0.5309,0.517,703.8,63.0,1.882,31.9,100.0,8,1
119.62,209.11,713.81,0.4152,0.3222,2940.9,48.63,2.79,22.7,80.1,8,1
163.44,481.64,1086.68,0.5151,0.6465,1373.0,64.57,0.297,24.4,85.8,8,1
86.09,302.49,687.35,0.3479,0.4626,1129.1,44.06,6.46,15.9,59.8,8,0
79.59,171.48,536.64,0.4478,0.5786,2974.9,18.05,2.354,30.0,70.1,8,0
137.19,349.71,1528.34,0.5955,0.1602,365.5,17.23,0.123,33.3,96.8,8,1
103.53,298.88,1267.87,0.6277,0.4274,1508.8,24.47,7.574,29.8,69.9,8,0
66.06,249.02,559.98,0.4309,0.1431,1421.0,5.43,2.016,22.3,59.9,8,0
92.55,170.91,440.41,0.3991,0.3576,1139.8,45.9,6.088,30.9,73.8,8,0
106.85,223.55,757.78,0.4706,0.05,3208.8,21.12,5.832,14.7,88.5,8,0
84.3,320.03,988.59,0.4476,0.325,2678.1,53.91,5.074,12.8,82.8,8,1
75.09,120.06,254.79,0.3281,0.05,410.9,26.55,0.19,21.0,73.6,8,0
95.27,299.16,836.79,0.4729,0.3565,2558.5,33.8,0.851,14.5,86.4,8,0
73.84,228.82,1001.73,0.4839,0.6664,1940.1,62.94,6.252,16.5,77.7,8,1
116.33,285.97,1249.35,0.5194,0.2161,3172.9,19.53,6.878,24.6,81.6,8,0
51.86,138.49,458.46,0.377,0.6613,1232.7,48.28,1.838,20.1,72.8,8,0
102.72,373.61,1313.32,0.5631,0.4305,2094.7,50.31,1.74,31.6,70.5,8,1
113.44,216.96,520.51,0.5194,0.3911,1852.5,18.26,0.578,15.6,87.9,8,0
98.19,204.13,776.38,0.438,0.18,1815.6,35.06,10.365,34.9,70.1,8,0
127.79,355.36,690.01,0.4032,0.6501,1705.1,26.01,0.719,19.0,89.5,8,1
66.19,167.09,400.33,0.3719,0.05,878.6,51.31,0.636,22.9,79.6,8,1
82.93,243.47,442.12,0.4629,0.5979,2693.8,42.35,3.243,13.3,76.6,8,0
92.21,350.57,996.12,0.5766,0.4806,1689.4,33.56,0.835,24.5,77.6,8,0
118.27,448.58,1837.27,0.7625,0.342,3363.1,51.76,8.379,34.0,87.3,8,1
105.92,219.79,978.66,0.4975,0.2002,1060.7,19.11,0.1,28.7,87.1,8,0
154.04,347.42,1251.72,0.5808,0.2992,2453.1,50.22,0.1,16.1,100.0,8,1
80.31,153.01,583.13,0.3634,0.6709,3304.4,56.92,2.109,21.1,79.3,8,0
65.58,250.49,628.58,0.4072,0.7484,2389.4,57.72,2.009,20.6,65.7,8,1
145.18,362.18,1160.76,0.4749,0.796,3075.2,52.02,0.535,12.4,91.9,8,1
64.68,169.75,643.14,0.4514,0.349,2930.7,29.48,2.047,32.1,62.2,8,0
117.53,412.14,1295.21,0.5593,0.2928,1388.4,63.91,1.591,19.5,75.3,8,1
75.99,211.43,431.13,0.397,0.05,2180.4,27.78,6.631,22.4,53.3,8,0
48.72,87.67,333.18,0.3239,0.821,715.7,43.32,0.1,17.3,60.9,8,0
91.09,236.33,565.51,0.4549,0.2327,1967.2,14.66,11.223,13.8,66.1,8,0
122.94,378.21,780.55,0.3347,0.3855,960.4,63.83,2.938,32.6,87.7,8,1
69.91,230.57,712.64,0.429,0.7618,2654.3,47.24,0.494,10.9,66.9,8,1
114.86,357.6,715.71,0.4369,0.3846,1942.6,50.2,0.144,20.0,75.8,8,1
119.53,214.9,752.06,0.3483,0.4384,1557.1,8.95,2.317,28.3,69.0,8,0
68.66,155.24,547.88,0.4281,0.2059,1087.0,50.81,0.803,17.7,67.8,8,0
94.76,315.93,787.64,0.4478,0.3731,3495.7,51.48,1.075,21.2,64.4,8,1
139.88,517.63,2279.78,0.781,0.723,436.6,45.31,0.844,24.1,97.6,8,1
116.72,188.85,760.31,0.5511,0.4847,343.8,22.51,3.151,34.9,87.1,8,0
93.92,150.79,316.05,0.379,0.1994,916.9,34.38,2.419,29.0,76.4,8,0
110.84,344.54,1316.49,0.6102,0.05,3404.5,11.63,0.244,34.2,94.9,8,1
83.32,239.15,658.45,0.4999,0.277,3431.5,33.3,2.243,27.3,75.1,8,0
128.3,242.27,926.88,0.5088,0.3639,2361.3,19.63,4.699,16.7,91.6,8,0
128.29,368.28,1459.17,0.5466,0.05,3104.4,25.95,0.254,17.2,94.0,8,1
103.48,407.31,899.64,0.3967,0.4489,906.1,14.76,6.615,30.6,76.9,8,0
106.22,326.88,1172.5,0.5517,0.3554,3407.7,18.8,2.59,20.7,77.8,8,0
75.49,197.99,817.57,0.4424,0.7128,671.2,9.59,9.025,19.3,73.0,8,0
66.66,237.88,635.88,0.4905,0.05,533.7,60.19,0.481,33.6,59.2,8,1
91.04,185.0,373.12,0.3504,0.632,570.3,36.82,15.138,10.3,91.6,8,0
98.27,249.2,466.9,0.392,0.3768,2091.3,28.8,3.101,23.1,80.8,8,0
127.02,358.13,750.99,0.3913,0.3604,2777.2,37.1,2.514,29.4,86.5,8,1
123.52,341.07,617.8,0.4056,0.7107,1410.0,42.7,2.173,28.4,100.0,8,0
105.08,399.55,1071.89,0.4658,0.0697,3427.1,60.31,0.1,19.2,72.7,8,1
130.22,290.61,757.96,0.408,0.4302,1633.6,15.72,8.422,23.4,100.0,8,0
76.87,126.16,264.68,0.3499,0.2892,696.5,22.73,3.098,10.1,79.6,8,0
127.39,482.93,1718.26,0.611,0.4489,1737.7,63.55,0.288,23.4,97.2,8,1
80.7,164.83,738.15,0.5781,0.4388,2440.8,27.27,0.1,24.8,72.8,8,0
131.45,321.73,1361.72,0.6123,0.0622,2946.3,6.35,0.156,31.9,89.9,8,1
100.12,283.07,702.77,0.4939,0.4365,1713.9,13.86,2.82,15.3,77.3,8,0
50.5,198.95,771.72,0.4478,0.5753,2158.9,6.58,2.856,30.6,73.1,8,0
118.71,336.92,1458.7,0.5951,0.5806,1082.2,64.4,2.077,28.0,88.7,8,1
120.69,316.14,1342.72,0.5453,0.0605,2331.5,21.73,1.099,26.7,81.7,8,1
89.04,263.48,1103.54,0.6505,0.2368,3453.7,60.41,2.276,19.9,72.6,8,1
91.17,358.04,1404.76,0.5737,0.497,361.9,64.75,2.179,19.2,77.2,8,1
96.47,341.96,886.05,0.4459,0.1641,3125.6,40.99,0.1,27.6,76.3,8,1
52.33,100.59,203.77,0.3028,0.518,2055.5,6.99,0.996,34.8,77.2,8,0
41.34,145.02,452.04,0.4066,0.1468,1031.9,9.9,0.164,20.1,68.9,8,0
133.0,479.15,933.36,0.5565,0.1593,3351.1,33.9,6.912,33.0,96.3,8,1
52.13,168.22,756.28,0.5046,0.5955,1795.1,29.37,3.875,24.7,67.5,9,0
119.12,374.39,1036.1,0.468,0.6513,1294.6,41.37,16.652,31.7,79.1,9,0
106.99,278.42,1221.57,0.5037,0.4426,798.9,31.33,1.079,15.4,87.7,9,0
111.91,347.41,1350.52,0.6306,0.6642,1006.7,61.04,6.323,29.1,66.8,9,1
56.48,188.85,549.65,0.5143,0.5712,2948.4,37.08,2.772,30.9,68.3,9,0
32.52,58.77,124.56,0.3175,0.4794,2227.6,46.62,1.811,30.8,53.3,9,0
45.56,97.65,238.32,0.4077,0.7991,3213.7,58.79,0.755,29.6,56.6,9,1
61.57,122.23,442.15,0.3145,0.6216,965.5,13.81,4.023,17.6,64.8,9,0
13.4,48.29,195.14,0.2966,0.4683,599.8,18.78,7.035,23.0,53.3,9,0
60.85,194.71,865.41,0.4215,0.3891,220.1,11.44,0.805,17.5,68.1,9,0
67.69,177.82,383.53,0.3968,0.7174,1875.9,13.38,0.579,18.6,76.6,9,0
40.37,143.94,319.69,0.3546,0.2113,3494.4,35.76,3.574,17.5,60.7,9,0
46.72,153.81,294.47,0.3704,0.05,2493.4,24.27,11.313,17.1,63.2,9,0
67.22,254.35,636.65,0.4874,0.111,1217.7,30.39,4.158,27.3,59.0,9,0
81.64,138.14,554.88,0.3776,0.05,3093.6,63.95,1.005,26.3,64.4,9,1
50.46,139.93,326.78,0.3696,0.2751,2779.7,14.4,1.634,15.1,67.4,9,0
80.04,261.48,857.46,0.4035,0.7116,250.9,37.45,1.455,27.3,79.1,9,1
76.15,153.74,462.02,0.45,0.5404,2895.6,10.93,5.734,17.3,70.8,9,0
73.91,171.3,459.04,0.446,0.2297,1191.7,24.11,4.427,15.0,79.6,9,0
56.43,143.76,498.78,0.4172,0.6481,693.9,36.65,2.667,28.7,55.7,9,0
39.4,137.34,433.48,0.3921,0.5226,946.9,61.8,0.965,19.1,65.0,9,0
115.15,314.8,851.17,0.4437,0.4602,1746.3,28.47,8.341,24.2,77.7,9,0
88.49,241.77,884.87,0.406,0.2498,1602.1,8.89,3.178,15.0,69.1,9,0
97.88,252.25,644.73,0.4434,0.6699,1153.3,28.29,10.568,25.3,73.2,9,0
70.64,146.33,517.53,0.4406,0.2433,768.3,13.74,2.603,15.2,70.5,9,0
68.63,261.33,1145.83,0.6286,0.1058,2715.4,18.8,5.164,14.2,74.1,9,0
85.0,195.03,734.92,0.4263,0.3386,3467.4,42.09,5.032,19.7,78.4,9,0
26.87,78.41,229.73,0.3592,0.5819,2766.7,9.05,1.234,29.8,55.7,9,0
44.87,83.99,320.71,0.4194,0.4962,1176.6,32.88,9.974,14.4,68.5,9,0
52.79,136.49,543.92,0.4653,0.1407,1007.9,41.57,0.1,12.9,79.3,9,1
61.37,230.72,618.27,0.3917,0.1126,918.3,30.31,4.392,10.8,67.5,9,0
50.74,202.39,749.62,0.435,0.7403,651.1,6.15,10.105,20.4,66.0,9,0
81.05,194.88,579.37,0.3889,0.6129,2019.4,64.13,1.242,17.1,69.4,9,1
74.77,140.94,565.17,0.3672,0.1682,2197.8,27.03,3.133,17.3,69.3,9,0
107.56,245.89,638.69,0.5005,0.6401,2528.2,51.71,2.478,34.5,92.3,9,1
134.58,311.97,1351.42,0.5716,0.6893,2444.7,24.54,4.3,14.9,100.0,9,0
41.16,128.07,429.27,0.3816,0.269,1164.7,33.5,6.034,21.5,60.7,9,0
76.42,209.41,576.7,0.427,0.4097,1290.0,28.31,2.772,34.7,76.8,9,0
76.37,261.28,766.15,0.4549,0.05,2449.0,25.55,5.077,10.8,80.3,9,0
72.38,235.47,644.96,0.4171,0.5455,1353.2,6.31,1.123,27.4,68.1,9,0
45.61,97.08,213.07,0.3043,0.3379,901.7,26.6,0.779,19.3,53.2,9,0
49.8,172.35,342.11,0.4462,0.2357,1435.3,58.37,1.69,32.7,70.5,9,1
78.74,284.95,760.47,0.4226,0.5814,1097.9,46.42,3.397,32.8,80.8,9,0
49.1,147.1,446.96,0.3423,0.7169,491.4,13.73,0.622,19.7,70.7,9,0
76.72,292.99,813.6,0.4576,0.0785,2939.5,40.47,3.422,15.5,70.0,9,0
66.58,230.21,423.03,0.4919,0.1182,3015.3,58.53,1.503,20.7,82.2,9,1
76.28,227.95,766.66,0.4112,0.2287,925.2,47.0,4.763,34.1,75.2,9,0
48.9,184.13,403.44,0.4156,0.5592,413.7,13.92,0.113,17.0,55.5,9,0
76.67,230.08,545.22,0.396,0.6057,2638.1,57.07,3.308,34.5,60.2,9,0
50.71,142.14,302.19,0.3723,0.5116,898.0,23.09,3.148,30.5,62.8,9,0
76.75,183.48,588.1,0.463,0.3491,1498.3,32.24,8.487,16.7,74.8,9,0
106.22,393.77,809.96,0.3749,0.5716,411.6,36.57,3.749,29.8,79.6,9,0
79.26,143.21,356.89,0.3261,0.4885,946.7,56.03,4.773,11.2,89.7,9,0
80.78,216.8,654.64,0.4755,0.4805,2816.6,60.9,7.049,23.7,77.5,9,1
93.16,264.91,596.8,0.4234,0.3239,2854.5,60.78,3.372,18.9,70.2,9,1
37.64,108.68,326.55,0.3755,0.6934,883.4,5.48,1.028,20.7,43.1,9,0
115.71,362.13,986.94,0.5317,0.1987,1308.5,60.31,6.115,21.8,86.6,9,1
46.34,128.12,528.31,0.3605,0.2186,643.0,8.26,4.13,22.6,71.8,9,0
94.73,202.91,800.71,0.5118,0.1745,444.8,20.95,1.657,26.4,93.3,9,0
91.41,332.94,1491.79,0.6374,0.6922,3474.2,35.9,3.719,27.4,75.8,9,0
50.18,157.76,509.24,0.4131,0.4001,2363.5,33.8,6.068,34.4,78.8,9,0
97.96,357.1,1197.54,0.5613,0.3303,1988.9,41.28,11.146,29.1,68.5,9,0
85.18,186.55,812.61,0.5197,0.7388,2726.1,33.77,9.132,27.2,72.8,9,0
119.98,371.07,1068.26,0.4826,0.7688,2972.3,61.06,1.181,19.8,77.9,9,1
77.57,254.85,841.08,0.5002,0.8177,2862.2,19.43,1.643,12.9,79.6,9,0
70.02,172.15,486.06,0.4838,0.1415,254.6,21.44,0.348,11.5,60.6,9,0
59.86,211.36,691.95,0.4695,0.6369,816.5,60.24,0.853,21.9,71.2,9,1
29.15,43.91,88.61,0.3065,0.2037,2361.2,9.6,6.422,26.7,48.8,9,0
64.78,193.51,757.84,0.5665,0.1046,1440.0,41.57,1.343,26.3,83.5,9,1
65.84,199.74,890.9,0.4885,0.2577,3442.2,45.9,2.907,33.8,66.8,9,1
79.29,224.74,444.43,0.4582,0.3693,2395.8,35.33,3.29,19.6,76.8,9,0
37.16,114.26,452.79,0.3689,0.1738,3356.6,46.65,4.567,25.7,46.8,9,0
66.76,128.05,314.06,0.4158,0.3823,864.8,15.37,0.606,32.2,58.1,9,0
87.14,279.89,653.09,0.4024,0.7632,3051.1,56.16,1.091,20.1,70.0,9,1
89.62,209.67,769.92,0.4691,0.3199,1260.5,13.4,1.784,21.9,83.7,9,0
26.24,69.01,132.44,0.296,0.4164,3465.6,29.05,1.362,33.1,63.1,9,0
90.39,210.87,643.31,0.5229,0.3304,720.4,9.52,12.207,23.8,85.8,9,0
66.57,178.73,322.41,0.353,0.6096,1903.9,37.71,5.404,30.0,57.9,9,0
68.11,208.0,685.74,0.3808,0.1166,2816.4,45.18,1.96,33.4,74.5,9,0
13.62,48.98,149.27,0.3344,0.4216,1627.7,61.47,6.343,24.3,49.6,9,0
110.07,298.14,1273.61,0.5799,0.203,1744.7,49.36,1.282,12.7,76.6,9,1
77.15,178.08,666.84,0.4312,0.7043,3455.0,37.47,4.623,30.5,68.8,9,0
34.45,93.69,200.52,0.2992,0.1959,1603.5,60.96,0.76,30.4,59.4,9,0
82.11,264.57,729.49,0.4968,0.4219,2193.4,33.71,4.439,12.9,79.9,9,0
81.35,192.53,830.8,0.528,0.2772,380.0,38.67,1.829,23.7,83.4,9,0
103.3,261.93,984.44,0.4132,0.6835,2979.3,40.77,0.341,22.2,85.2,9,0
64.99,188.94,643.24,0.3839,0.2772,2339.0,29.6,0.958,31.2,74.6,9,0
73.03,163.23,540.21,0.3994,0.512,1533.3,55.31,1.544,16.9,86.5,9,1
56.66,114.61,329.5,0.3389,0.1634,253.4,16.11,4.15,20.7,72.6,9,0
87.68,162.3,548.58,0.4353,0.7528,2152.5,38.29,0.227,25.1,74.6,9,0
53.15,126.57,491.53,0.4896,0.6059,241.8,48.33,3.232,22.9,70.6,9,0
50.41,81.71,175.21,0.3158,0.5648,204.0,59.24,3.776,33.9,78.8,9,0
71.04,210.18,928.7,0.5634,0.4693,2233.1,58.04,3.183,34.0,64.3,9,1
42.09,81.64,199.71,0.2663,0.4086,823.8,35.52,4.29,12.0,59.2,9,0
112.79,275.59,829.23,0.4875,0.1535,833.2,43.59,0.589,17.4,95.4,9,1
120.92,262.76,489.08,0.3674,0.4666,2355.8,28.65,2.654,10.2,84.0,9,0
61.39,188.85,620.54,0.4472,0.867,377.2,33.09,8.498,20.4,74.5,9,0
38.07,138.03,390.78,0.2898,0.2808,1234.2,59.38,2.831,26.6,71.7,9,0
81.15,250.2,619.08,0.3587,0.7323,693.1,60.84,2.835,21.8,64.3,9,1
60.68,173.32,773.17,0.4774,0.1992,2114.6,58.72,4.0,11.7,64.9,9,1
102.1,323.94,957.55,0.4587,0.7026,2383.8,13.3,1.216,14.9,90.3,9,0
53.06,83.56,243.88,0.3323,0.2993,2579.7,56.01,3.617,14.3,64.9,9,0
86.35,156.04,475.97,0.4864,0.3002,1042.3,61.9,7.439,22.8,59.8,9,1
75.58,131.31,277.54,0.362,0.4188,494.5,26.67,0.1,26.9,68.6,9,0
55.83,97.45,278.83,0.4005,0.6655,459.7,36.12,6.123,17.9,73.1,9,0
78.73,169.38,458.72,0.3532,0.6106,1606.3,51.75,0.74,13.3,83.8,9,1
94.7,268.0,818.98,0.3957,0.3173,3321.3,38.72,1.826,30.0,78.8,9,0
74.9,133.83,550.44,0.4053,0.5048,918.5,64.61,5.739,31.5,76.3,9,0
75.17,288.47,669.4,0.3585,0.1191,1047.2,32.34,5.21,16.9,69.6,9,0
50.91,185.11,636.93,0.3916,0.2732,532.9,47.84,6.675,20.5,72.5,9,0
101.34,398.17,757.17,0.4623,0.2418,2198.4,52.56,8.461,12.0,91.8,9,0
98.85,158.77,421.6,0.3782,0.3907,2443.6,34.65,1.778,15.7,85.8,9,0
62.47,226.67,697.28,0.4553,0.52,2321.7,56.42,3.205,29.2,67.8,9,1
69.63,244.34,488.82,0.4271,0.48,3041.7,37.77,1.485,19.1,74.4,9,0
108.09,405.9,1326.78,0.5038,0.602,1805.2,29.7,1.296,25.1,90.0,9,0
44.39,125.19,330.23,0.3185,0.2166,643.7,11.47,1.695,33.7,63.5,9,0
87.84,304.78,1365.61,0.4624,0.6182,1155.0,28.6,4.077,28.1,82.8,9,0
58.77,95.69,335.25,0.3481,0.05,2386.0,49.04,2.088,21.3,70.6,9,0
117.19,198.01,486.96,0.4336,0.4501,2223.3,60.28,5.047,19.2,96.5,9,1
74.32,133.5,277.31,0.4297,0.0802,1952.3,20.1,4.102,14.8,77.9,9,0
77.23,292.47,558.6,0.4205,0.5368,2453.8,26.31,0.1,28.9,69.2,10,0
26.69,44.11,90.21,0.3866,0.5109,2303.4,14.24,2.985,12.8,69.2,10,0
14.51,25.39,92.34,0.3375,0.4309,3108.4,46.44,1.721,11.5,58.0,10,0
39.86,152.52,626.63,0.4299,0.6813,2133.9,62.61,1.83,12.6,60.8,10,0
52.29,92.47,205.58,0.3103,0.1091,2769.4,43.46,5.117,16.1,54.9,10,0
32.95,121.08,349.41,0.2502,0.2074,1020.7,42.02,2.38,25.7,61.7,10,0
64.68,224.64,619.21,0.4842,0.5692,2438.0,38.21,6.505,31.5,84.1,10,0
40.47,64.78,229.35,0.3429,0.6783,3177.2,10.31,3.743,34.8,40.3,10,0
6.32,9.82,22.51,0.3739,0.3545,1472.9,48.77,2.415,28.3,30.4,10,0
59.54,168.86,738.57,0.3993,0.2442,2771.0,41.12,4.214,13.6,74.0,10,0
23.66,94.46,355.85,0.4921,0.5502,2591.8,44.69,0.117,16.9,59.0,10,1
36.68,135.61,593.8,0.4055,0.5885,396.4,58.93,0.1,13.3,66.4,10,1
84.55,192.35,490.29,0.3628,0.3951,2119.0,52.04,0.261,12.9,71.2,10,1
90.04,222.02,751.95,0.4387,0.78,629.6,51.85,1.726,24.2,59.9,10,0
31.33,77.39,292.3,0.3666,0.5161,3392.2,60.63,0.805,32.7,52.7,10,0
60.17,200.68,746.44,0.4448,0.05,2877.6,64.4,12.455,27.1,80.5,10,1
31.91,75.09,139.49,0.3019,0.2674,562.1,39.88,2.345,30.0,56.0,10,0
38.55,72.07,323.97,0.2742,0.4868,601.8,11.53,3.258,22.7,58.0,10,0
30.58,102.97,443.38,0.3479,0.5217,2161.8,32.55,0.981,21.9,38.1,10,0
2.61,6.91,14.67,0.3566,0.2619,1338.1,52.26,1.165,33.4,36.3,10,0
48.1,81.38,265.91,0.3088,0.7384,315.2,6.66,1.226,28.0,73.3,10,0
52.92,183.92,487.26,0.311,0.3009,1987.4,8.41,3.599,21.5,63.8,10,0
28.95,85.77,357.94,0.3183,0.5318,1479.9,9.03,1.926,18.3,66.6,10,0
72.92,198.58,731.43,0.4409,0.1202,533.6,48.86,2.187,12.3,65.8,10,0
34.82,110.84,266.41,0.315,0.7252,2846.3,35.07,2.689,30.5,48.7,10,0
29.79,82.32,155.71,0.3169,0.6997,3219.8,27.13,4.394,14.2,56.8,10,0
58.88,183.78,475.56,0.3546,0.122,2696.8,11.34,0.284,22.9,63.1,10,0
7.15,26.25,49.94,0.3604,0.7065,2914.0,48.93,4.5,25.9,45.5,10,0
68.39,207.47,452.61,0.4145,0.3355,914.4,24.26,2.485,28.6,64.1,10,0
35.67,112.31,395.07,0.4894,0.4379,1069.8,20.92,3.318,12.1,59.6,10,0
70.45,213.8,814.95,0.4428,0.6207,888.1,44.14,1.19,10.3,67.2,10,0
77.92,220.37,675.12,0.4199,0.6241,2724.7,38.54,1.58,27.7,65.9,10,0
61.72,119.12,407.5,0.4401,0.7474,3328.1,26.74,0.789,21.4,83.0,10,0
