rainfall_mm,river_level_m,drainage_capacity,soil_saturation,upstream_flow,elevation,slope,distance_river_km,past_rain_3day,past_rain_7day,humidity,month,flood
56.78,5.97,0.391,0.518,1123.5,17.0,7.25,0.943,154.15,712.62,87.4,10,0
70.61,7.43,0.416,0.348,1062.2,372.0,14.19,0.3,211.37,1169.57,65.7,9,1
17.26,11.84,0.157,0.262,2798.4,130.1,4.45,0.453,54.82,129.17,92.3,6,1
2.11,11.28,0.987,0.601,4749.4,63.0,3.09,3.039,8.63,40.73,71.9,3,0
3.53,10.41,0.128,0.858,3047.4,349.9,13.46,0.352,9.64,22.71,72.5,4,0
22.95,10.73,0.696,0.238,1523.6,421.6,2.23,0.749,67.08,335.1,88.6,4,0
27.68,5.88,0.434,0.129,3196.5,10.9,10.3,0.671,129.32,583.7,74.8,8,0
13.05,8.06,0.681,0.322,3128.0,117.6,4.5,0.1,53.95,111.35,63.3,5,0
5.36,10.79,0.421,0.982,2988.7,472.7,8.52,1.24,8.48,37.27,99.8,8,0
24.04,5.02,0.706,0.846,805.5,193.2,9.24,2.904,104.37,269.81,81.0,11,0
46.35,11.56,0.756,0.636,3176.5,469.4,6.26,0.1,230.12,591.32,82.3,8,1
60.83,5.28,0.721,0.936,2156.5,137.8,14.62,0.239,291.31,757.94,82.3,6,0
20.49,7.41,0.203,0.501,102.8,109.8,1.98,2.547,90.69,356.88,94.2,5,0
25.55,8.66,0.691,0.985,2703.4,107.8,5.87,1.801,94.57,232.84,59.2,2,0
7.57,11.43,0.352,0.367,4946.4,43.5,6.46,2.512,18.71,46.84,53.0,1,0
38.9,3.31,0.126,0.316,1755.2,448.3,9.47,0.523,147.45,445.99,69.3,7,0
10.3,9.08,0.473,0.674,4828.1,489.9,6.11,3.257,40.55,81.23,78.2,10,0
60.06,6.49,0.49,0.44,490.1,477.3,1.46,1.307,149.28,463.22,64.3,12,0
22.51,3.59,0.52,0.664,3664.9,426.2,14.21,1.885,53.87,240.99,84.5,10,0
27.41,9.43,0.734,0.374,580.5,423.6,6.24,0.193,79.2,348.99,53.7,11,0
50.54,6.85,0.378,0.656,1375.1,330.9,5.14,0.459,189.22,1112.25,89.5,7,1
46.43,8.1,0.384,0.348,2858.5,413.3,6.7,2.969,117.28,290.68,85.9,2,0
134.26,4.21,0.154,0.146,2968.0,105.0,3.25,0.507,462.49,2526.25,60.7,3,0
52.24,6.03,0.718,0.921,3878.3,194.6,1.5,0.194,242.79,865.49,64.9,11,0
4.86,7.6,0.611,0.895,3080.4,320.8,2.23,1.819,12.3,43.66,90.4,8,1
36.66,5.16,0.414,0.974,2972.1,437.5,2.5,1.588,178.93,607.5,88.7,12,0
22.17,2.78,0.735,0.745,4562.6,330.6,2.97,1.872,69.98,174.88,90.7,4,0
37.18,11.56,0.584,0.714,2266.3,419.7,6.3,1.926,68.9,269.67,66.1,5,0
10.84,6.38,0.522,0.603,1134.1,237.5,9.36,1.387,18.35,94.51,98.5,7,0
72.04,8.94,0.56,0.213,817.3,358.9,9.43,1.362,193.45,1064.31,85.8,8,0
20.77,5.23,0.673,0.27,2006.0,490.0,0.0,5.158,49.96,292.31,53.3,1,0
35.91,4.58,0.694,0.361,3566.6,77.6,13.81,1.527,159.92,822.18,73.9,7,0
17.76,5.18,0.36,0.901,222.3,463.5,12.34,1.921,72.47,325.58,83.2,3,0
100.86,5.21,0.227,0.256,654.0,261.7,14.46,0.621,463.54,1849.6,58.4,5,0
28.76,6.76,0.241,0.931,539.5,322.0,5.4,4.097,102.44,563.39,95.1,12,0
104.14,6.75,0.675,0.571,2930.4,439.1,9.97,0.1,314.93,1561.43,87.7,12,0
68.5,6.22,0.886,0.744,1221.9,205.4,2.52,1.629,167.61,443.33,54.1,1,0
56.87,2.05,0.469,0.199,839.6,209.9,12.26,0.969,201.38,952.56,95.7,11,0
52.91,6.2,0.253,0.342,2967.9,264.1,2.42,1.852,193.8,721.73,70.2,3,0
53.78,2.44,0.781,0.963,3808.9,10.5,4.89,0.893,154.64,677.83,72.6,5,0
27.47,1.95,0.849,0.34,1667.5,248.8,7.36,2.529,131.25,734.12,89.2,1,0
30.24,11.23,0.893,0.367,2895.2,146.3,8.92,0.1,113.09,521.37,82.2,2,0
69.58,7.46,0.646,0.278,499.6,464.0,8.39,1.041,308.32,1774.37,71.9,3,0
38.29,8.08,0.875,0.216,4676.6,44.8,1.53,3.559,140.57,768.29,63.0,8,0
9.18,5.12,0.114,0.31,1691.1,230.2,6.33,0.576,23.94,60.24,75.8,5,0
38.17,10.95,0.197,0.678,4987.6,473.8,13.84,0.108,155.65,318.55,79.0,5,0
99.64,7.84,0.183,0.51,4893.2,450.6,13.09,1.372,229.77,812.84,81.5,3,1
83.64,9.35,0.741,0.598,3896.3,351.0,8.86,7.504,300.12,1639.03,80.3,9,1
37.83,4.74,0.163,0.21,110.1,295.1,8.58,0.133,110.02,321.31,80.9,9,0
73.3,11.54,0.547,0.822,2721.9,141.1,1.68,0.145,148.4,707.24,73.8,12,1
27.17,9.94,0.525,0.806,443.3,184.1,3.0,1.808,80.06,312.55,78.1,12,0
19.64,10.32,0.38,0.119,4476.7,46.0,3.79,0.576,50.78,253.09,64.4,2,0
7.64,2.48,0.883,0.445,3950.3,393.3,7.32,1.056,14.47,38.48,57.9,8,0
94.7,3.62,0.253,0.162,4862.0,162.6,10.97,3.55,415.11,1227.22,80.3,1,0
30.41,3.78,0.417,0.813,3045.8,334.2,6.91,0.443,98.68,293.1,52.3,5,0
31.48,3.62,0.797,0.764,2615.6,179.4,1.89,2.541,85.39,358.1,53.3,7,0
29.51,10.34,0.127,0.912,2599.7,232.7,6.59,1.404,96.41,304.5,62.4,8,1
106.64,0.87,0.706,0.313,1938.4,277.9,2.44,4.707,441.62,2317.13,59.7,8,0
96.91,1.38,0.835,0.511,2348.8,401.1,11.27,7.221,151.57,513.39,68.7,6,0
117.66,3.65,0.939,0.266,3180.7,106.4,2.5,1.327,401.64,1864.97,68.6,7,0
34.43,2.8,0.889,0.434,4665.4,200.0,7.24,1.757,109.4,633.84,55.8,4,0
50.35,3.17,0.387,0.57,2983.5,65.9,10.4,2.74,232.89,1031.17,62.3,10,0
13.08,9.68,0.628,0.148,4287.0,38.8,3.42,0.767,45.08,133.83,50.2,7,1
91.69,6.98,0.17,0.743,4315.3,302.7,1.14,0.514,181.61,966.49,67.5,7,1
0.87,0.57,0.332,0.589,2599.0,95.4,8.45,6.687,2.5,5.12,89.8,9,0
47.59,5.44,0.185,0.846,1743.9,30.8,0.81,1.133,174.82,529.04,63.3,11,0
1.59,5.19,0.384,0.345,3201.5,448.7,8.82,0.1,2.65,9.4,82.2,2,0
19.39,1.81,0.888,0.913,2234.9,267.6,11.3,3.637,89.12,248.1,54.9,11,0
10.7,8.28,0.412,0.999,416.4,68.2,4.94,1.831,18.58,82.06,50.6,8,0
18.72,8.57,0.606,0.927,1895.3,27.7,7.33,0.369,30.09,127.35,74.9,9,1
21.13,8.79,0.49,0.8,4970.4,60.8,13.93,0.1,31.85,115.47,73.1,3,1
20.81,8.88,0.513,0.831,252.1,236.2,7.07,0.689,81.02,257.44,59.6,8,0
69.17,0.5,0.973,0.616,3486.4,334.6,14.95,5.259,214.12,799.88,64.3,1,0
1.33,11.47,0.367,0.271,4207.5,321.0,2.36,5.421,2.47,7.83,51.5,10,0
47.72,9.86,0.665,0.709,3247.1,73.1,10.63,0.745,214.58,619.07,89.9,5,1
82.63,10.9,0.478,0.741,2853.0,317.1,9.79,3.615,182.57,621.66,65.1,1,0
22.04,0.68,0.155,0.987,3540.7,203.0,13.08,1.166,58.23,256.75,61.0,1,0
14.87,11.24,0.54,0.587,2152.4,232.9,1.39,2.125,31.56,144.98,90.2,6,1
31.93,9.81,0.832,0.344,465.9,400.9,4.2,0.814,151.47,483.1,52.0,5,0
81.29,10.13,0.189,0.715,4812.2,166.9,1.98,1.451,337.62,1954.67,64.2,5,1
46.79,1.57,0.163,0.981,2167.2,74.4,14.0,0.696,188.76,575.3,63.1,2,0
21.41,9.0,0.238,0.259,3330.3,436.9,6.4,0.126,35.41,171.68,63.1,10,0
56.94,11.54,0.788,0.393,2661.2,106.9,13.65,0.3,189.56,440.91,50.6,9,1
1.42,8.3,0.752,0.588,282.8,147.7,4.42,0.687,4.99,23.25,96.7,12,0
63.85,7.06,0.609,0.253,4764.2,353.6,1.9,7.481,181.25,695.97,93.2,5,0
54.3,11.37,0.521,0.12,3964.8,342.1,4.45,6.744,142.6,609.83,70.7,3,0
29.23,5.59,0.899,0.403,754.0,400.4,8.96,3.517,130.99,358.42,72.3,11,0
10.65,7.39,0.79,0.879,4908.4,92.7,12.68,0.529,16.83,62.86,76.2,7,1
8.97,5.98,0.831,0.139,3687.1,176.8,5.78,1.165,33.07,167.52,73.9,6,0
58.72,11.23,0.832,0.486,2366.9,63.8,13.72,1.159,169.1,857.06,89.0,11,0
83.01,1.37,0.678,0.786,3060.7,271.0,3.66,0.979,318.01,938.21,74.4,6,0
17.69,6.26,0.512,0.958,542.6,147.0,10.4,0.1,38.8,132.32,59.4,5,0
56.04,8.4,0.878,0.987,2806.5,344.8,11.04,1.529,130.88,263.75,55.8,4,0
33.05,9.61,0.933,0.48,377.6,1.2,4.11,0.151,117.44,277.15,95.9,6,0
19.54,7.2,0.121,0.955,2728.8,30.8,0.4,3.238,96.32,241.47,52.4,7,1
38.91,10.95,0.146,0.132,2768.0,216.8,5.48,2.351,191.12,606.72,94.9,12,0
8.16,11.33,0.963,0.771,4373.4,479.1,0.68,0.87,19.35,97.47,84.5,8,0
7.22,1.24,0.349,0.678,3628.0,445.5,13.51,2.083,13.42,54.23,70.2,2,0
16.63,5.13,0.886,0.325,1255.3,497.0,14.3,0.531,59.3,306.6,59.4,4,0
50.23,0.77,0.45,0.557,4443.2,209.0,11.03,0.616,149.17,748.78,65.5,11,0
33.44,4.29,0.207,0.217,2870.5,24.2,10.9,0.754,139.32,605.85,76.5,7,0
38.34,6.67,0.172,0.884,3035.8,153.7,3.61,3.189,128.35,513.34,82.8,3,1
34.22,10.97,0.241,0.422,853.2,338.2,1.11,0.473,112.5,644.08,84.6,5,0
18.76,10.24,0.325,0.663,4290.3,68.4,12.03,1.655,70.59,301.9,72.4,10,1
56.02,1.97,0.54,0.243,4655.5,150.7,8.39,0.447,108.81,427.78,68.7,7,0
56.16,1.57,0.731,0.286,3877.2,29.0,10.22,0.671,217.35,1190.33,88.4,9,0
22.51,7.28,0.988,0.993,4704.4,238.0,11.69,0.537,72.25,165.15,96.3,6,0
21.58,6.62,0.497,0.778,1518.5,105.3,6.14,2.071,94.32,436.15,95.7,2,0
88.59,3.56,0.566,0.966,4307.0,46.5,2.17,1.496,175.9,431.32,77.6,9,1
26.52,10.84,0.57,0.366,2449.6,206.2,11.93,2.555,67.71,357.44,54.0,6,1
53.4,11.16,0.585,0.248,827.9,176.3,6.81,0.497,257.72,1332.6,53.7,10,0
44.94,5.13,0.566,0.553,3347.3,269.2,12.4,0.1,154.42,619.89,70.1,12,0
34.57,10.74,0.108,0.545,3423.8,374.8,6.57,2.282,164.29,763.01,86.6,2,0
66.89,4.92,0.102,0.257,1441.8,57.2,3.26,0.244,261.64,1331.86,74.9,1,0
47.54,8.97,0.188,0.76,147.2,395.8,2.57,0.566,225.45,886.76,81.4,12,0
57.79,5.97,0.191,0.426,1007.2,14.1,11.16,0.73,150.97,849.02,92.2,4,0
177.42,1.91,0.734,0.268,2004.9,222.1,8.62,2.747,322.35,1208.19,52.0,2,0
32.94,11.17,0.284,0.399,846.1,294.1,6.07,1.966,141.92,790.21,96.2,12,0
100.36,5.72,0.905,0.607,978.2,478.5,7.38,0.407,433.14,1875.9,66.5,7,0
29.94,8.95,0.936,0.754,1963.0,287.4,8.24,1.822,109.75,406.64,52.3,11,0
50.06,4.72,0.978,0.534,4809.3,80.2,3.59,2.463,176.62,356.14,91.8,7,0
38.41,0.72,0.945,0.573,3823.6,259.3,5.67,0.985,180.6,574.7,96.7,3,0
25.15,1.66,0.345,0.225,1605.5,198.5,4.39,0.565,53.26,291.45,88.4,11,0
20.06,6.21,0.559,0.923,4758.5,240.2,5.83,2.273,73.36,272.53,90.2,10,0
51.53,8.43,0.258,0.936,3231.8,99.4,7.51,1.888,86.28,318.0,93.6,1,1
13.1,4.35,0.826,0.715,2282.7,250.9,2.6,0.162,26.11,103.34,76.1,2,0
66.27,8.5,0.9,0.116,2346.8,75.9,5.9,2.197,200.83,631.65,84.0,8,0
25.43,8.53,0.866,0.583,2059.6,372.3,5.78,1.341,111.25,441.24,64.3,4,0
0.45,8.6,0.49,0.666,1172.6,297.4,4.29,2.8,1.82,6.37,62.5,3,0
24.25,6.16,0.783,0.995,1939.3,40.2,14.98,0.423,119.05,671.16,80.4,10,0
84.0,11.02,0.188,0.996,2644.2,444.9,1.1,0.597,139.19,592.36,86.7,7,1
21.26,6.13,0.136,0.872,2644.9,308.6,9.64,1.568,60.28,321.67,69.9,10,0
52.55,5.68,0.778,0.157,3811.1,158.7,2.62,1.315,108.02,512.83,70.0,4,0
14.42,2.79,0.483,0.958,1800.4,23.8,12.59,0.977,23.49,66.96,97.7,2,0
66.53,4.04,0.996,0.651,3586.8,316.5,13.71,2.741,161.35,882.72,75.9,3,0
63.99,0.99,0.188,0.821,2894.7,187.3,6.02,1.664,150.74,354.11,99.3,4,0
104.7,7.79,0.87,0.466,4809.6,453.9,12.35,2.478,310.97,1180.0,93.1,1,0
33.86,3.36,0.532,0.388,1932.6,18.4,3.75,0.333,67.38,199.22,82.0,8,0
63.4,4.0,0.844,0.517,4507.1,20.5,2.1,2.611,203.52,844.66,50.5,11,0
43.43,9.36,0.835,0.232,4105.0,474.7,4.74,1.238,205.02,656.09,64.8,8,0
85.36,4.26,0.924,0.421,3191.9,482.5,5.13,0.1,351.55,1719.54,70.9,5,0
14.84,3.29,0.368,0.872,3276.0,14.8,5.96,0.534,66.01,379.38,82.6,6,0
66.08,2.44,0.955,0.134,432.4,358.3,5.59,0.1,285.22,1379.41,69.8,4,0
33.19,9.41,0.237,0.236,4751.6,111.5,6.17,1.221,95.03,325.13,91.4,11,0
37.75,1.99,0.174,0.213,543.6,351.0,10.65,0.789,150.31,661.41,83.1,3,0
43.21,5.72,0.488,0.463,2820.5,434.5,3.68,8.756,178.89,993.58,67.4,3,0
48.83,6.33,0.845,0.997,1657.1,51.3,0.28,4.058,108.39,333.85,89.2,4,0
35.93,8.4,0.526,0.256,2155.0,120.1,7.35,3.494,162.09,400.81,65.2,6,1
47.51,7.78,0.846,0.231,3054.8,13.0,6.72,1.391,147.4,371.89,53.1,2,0
95.23,9.82,0.757,0.924,4545.2,22.9,0.9,3.291,148.3,590.16,58.6,6,1
74.49,1.01,0.288,0.894,2293.3,15.8,2.01,0.621,279.48,1377.42,50.1,8,0
70.42,3.91,0.954,0.129,4938.8,400.5,7.65,1.645,272.43,1261.1,91.6,9,0
24.06,3.72,0.155,0.777,2968.1,149.8,3.52,0.998,82.54,314.94,81.4,4,0
8.88,2.18,0.908,0.69,811.2,247.1,13.16,0.376,19.91,97.92,78.5,5,0
73.44,3.83,0.374,0.791,958.1,394.1,2.6,0.151,234.11,1061.9,83.1,8,0
70.66,4.06,0.55,0.545,3583.4,248.0,0.3,1.634,204.95,924.92,82.7,10,0
91.54,6.5,0.48,0.992,261.5,215.2,6.71,0.205,449.61,1263.17,78.3,2,0
18.86,8.13,0.255,0.139,2406.9,6.8,14.79,2.532,82.73,268.9,92.1,10,0
31.97,4.88,0.422,0.311,749.6,284.5,9.51,5.089,133.19,449.88,72.0,2,0
17.38,8.77,0.274,0.457,2171.8,63.2,5.31,0.354,37.09,194.08,90.2,9,1
26.26,4.37,0.283,0.505,3752.1,382.6,0.25,1.273,69.83,356.14,89.3,11,0
74.88,3.84,0.268,0.929,2299.5,129.6,7.27,2.685,211.83,637.77,60.0,6,0
23.67,6.72,0.54,0.604,825.6,337.4,3.1,0.676,76.33,169.49,72.7,10,0
62.42,0.77,0.818,0.141,1267.1,323.5,9.72,5.071,100.23,508.27,91.7,9,0
33.33,1.42,0.612,0.467,1844.0,308.7,8.75,4.387,119.18,433.76,91.5,10,0
51.34,5.31,0.904,0.475,357.1,134.2,3.98,0.219,141.32,406.89,51.2,7,0
0.17,11.34,0.673,0.969,2925.8,134.3,1.03,0.1,0.59,1.45,61.2,5,0
42.98,8.8,0.72,0.639,3041.6,431.7,11.33,7.498,65.82,135.02,71.2,12,0
64.69,1.51,0.701,0.672,320.1,7.4,8.78,6.269,169.81,630.16,52.4,9,0
33.46,10.23,0.505,0.742,2017.5,91.6,12.63,1.097,140.2,470.95,63.0,9,1
17.07,8.92,0.72,0.793,2075.9,305.5,3.9,0.104,55.53,265.76,62.9,2,0
82.21,7.53,0.163,0.672,1675.8,408.7,9.79,1.929,350.3,2069.13,60.7,8,1
67.21,9.93,0.874,0.313,2793.1,179.8,1.78,0.695,265.23,749.85,69.8,8,0
56.33,5.15,0.8,0.887,1736.3,327.1,4.38,5.52,253.06,752.14,90.7,2,0
93.24,3.05,0.321,0.759,2087.9,279.0,9.85,3.166,142.28,476.53,62.2,10,0
6.79,6.39,0.791,0.768,3989.6,33.2,12.38,2.097,16.39,63.33,79.1,7,0
101.16,6.81,0.111,0.997,818.9,311.3,4.81,0.67,346.04,1657.81,77.9,1,0
72.63,6.69,0.296,0.822,3099.4,407.1,11.98,2.416,348.14,1186.51,90.9,5,1
31.72,7.0,0.159,0.846,2532.9,496.2,10.17,0.683,123.05,297.39,69.7,5,0
79.75,11.41,0.802,0.956,1532.3,15.8,5.23,0.1,247.06,1215.87,61.2,10,1
1.28,10.88,0.78,0.236,3640.4,330.4,13.15,1.42,2.5,12.96,94.6,5,0
11.14,10.57,0.832,0.548,2760.4,207.9,7.64,1.342,35.95,107.5,91.6,2,0
18.7,9.72,0.104,0.623,2392.0,5.9,9.72,2.879,56.92,144.97,81.1,3,0
21.49,11.35,0.551,0.396,3341.7,307.6,7.43,4.015,90.77,373.16,54.7,6,0
3.02,1.63,0.734,0.855,4013.4,62.1,6.79,0.875,8.9,25.22,50.8,1,0
82.81,3.55,0.24,0.786,4863.6,189.9,12.72,1.194,216.62,757.44,59.1,12,0
30.94,6.19,0.685,0.749,3150.5,131.4,4.42,1.271,56.13,286.77,59.8,6,0
52.34,10.24,0.176,0.997,4373.5,181.2,0.55,0.784,87.02,250.49,56.8,6,1
20.04,6.31,0.263,0.333,15.4,246.9,13.2,2.72,60.85,317.96,63.1,7,0
23.72,9.1,0.528,0.762,2655.9,180.2,12.38,1.477,64.38,302.33,66.9,9,0
49.45,2.1,0.688,0.596,1081.1,276.8,5.5,4.906,170.29,490.26,87.7,9,0
26.93,3.4,0.231,0.382,480.0,120.1,2.78,2.101,107.49,441.33,85.5,4,0
37.6,8.92,0.267,0.245,2664.5,318.0,10.13,0.476,61.66,274.78,55.2,2,0
7.89,2.39,0.284,0.906,3736.7,427.0,1.18,0.36,25.54,71.54,98.9,5,0
109.55,4.54,0.315,0.636,2067.2,112.8,6.36,0.932,494.85,1276.61,87.6,1,1
71.9,3.55,0.304,0.842,3353.8,254.4,1.29,0.852,222.39,917.27,58.2,12,0
43.7,4.52,0.456,0.591,2453.7,324.7,8.97,1.046,145.28,693.76,56.2,12,0
84.23,8.65,0.688,0.298,2191.1,282.7,0.41,0.406,269.85,1041.71,54.4,5,0
10.38,4.73,0.494,0.404,1458.4,183.5,9.44,7.654,29.73,67.78,86.6,12,0
59.02,6.89,0.798,0.443,1919.1,321.5,10.1,0.315,111.28,634.39,61.8,10,0
46.99,1.65,0.747,0.976,1755.5,15.1,7.31,2.115,91.27,436.27,53.6,3,0
49.24,9.76,0.214,0.105,3234.5,185.6,2.63,0.1,104.73,469.67,71.1,7,1
84.53,4.75,0.144,0.987,588.9,266.8,1.52,1.045,361.29,1652.72,85.4,7,1
65.64,7.96,0.89,0.982,472.3,11.3,4.7,0.74,161.71,581.25,65.2,3,0
50.11,8.84,0.172,0.997,3303.5,254.3,6.98,0.963,241.43,1433.51,74.1,5,1
17.92,2.91,0.234,0.529,2736.0,327.5,9.63,1.379,77.7,196.63,59.6,9,0
6.4,10.67,0.12,0.967,2156.7,379.8,0.02,1.834,24.93,123.55,71.5,4,0
35.71,7.59,0.666,0.456,770.7,57.6,10.67,1.752,143.58,528.89,67.9,2,0
43.27,5.43,0.624,0.124,2061.0,495.3,10.69,1.992,72.12,398.39,71.7,3,0
0.44,2.6,0.988,0.302,3950.8,303.5,6.67,3.723,1.55,7.52,73.3,11,0
124.41,11.34,0.898,0.951,4449.2,182.2,5.15,4.356,596.38,2534.01,54.6,1,1
93.07,9.18,0.47,0.112,3515.9,125.3,12.63,2.673,152.35,876.14,54.7,5,1
61.07,2.89,0.434,0.591,309.0,286.9,11.77,0.164,153.82,869.04,63.0,9,0
42.52,4.38,0.367,0.168,3355.3,441.0,14.75,6.503,71.45,157.85,55.8,2,0
32.57,9.81,0.237,0.358,1212.5,260.8,5.58,5.89,113.81,315.3,62.6,3,0
6.68,8.5,0.224,0.179,1583.1,331.1,13.6,2.488,12.74,59.94,51.2,3,0
42.71,9.31,0.219,0.874,987.4,179.5,1.31,1.457,135.71,771.84,67.5,7,1
49.02,5.57,0.203,0.632,3881.0,194.7,6.17,0.577,197.06,733.31,60.7,12,0
3.46,8.74,0.316,0.912,3246.5,143.8,6.98,2.824,7.18,15.47,94.6,10,0
51.7,4.94,0.376,0.72,3063.1,353.1,6.61,4.205,214.22,979.66,92.9,7,1
34.57,2.93,0.965,0.974,3343.2,180.2,9.38,2.188,59.13,164.31,65.0,11,0
26.77,7.78,0.621,0.559,1191.5,96.2,2.55,1.983,54.18,228.06,73.8,1,0
9.89,11.72,0.989,0.675,2228.8,185.3,13.0,0.429,24.52,86.78,97.8,3,0
25.52,4.07,0.435,0.619,3169.9,427.1,8.28,0.886,109.4,463.01,76.2,1,0
106.07,5.8,0.512,0.536,3186.6,369.4,13.56,2.568,474.71,2719.97,92.4,9,1
59.48,8.25,0.392,0.861,3961.3,168.0,0.04,0.1,135.1,532.72,91.3,7,1
6.74,6.73,0.265,0.68,1442.6,453.5,9.45,2.05,12.37,26.45,97.1,5,0
57.01,10.2,0.229,0.821,3854.0,38.3,6.19,2.911,254.72,1101.31,65.3,7,1
14.16,9.26,0.951,0.808,2206.5,25.8,7.58,0.815,53.41,176.4,52.2,3,0
77.89,1.17,0.988,0.272,3354.2,64.6,11.16,0.158,159.88,817.38,55.2,3,0
23.51,11.98,0.14,0.685,2284.0,59.1,3.41,3.42,81.16,314.87,78.6,1,1
36.72,9.15,0.235,0.28,4743.6,44.8,3.07,0.306,167.21,830.28,76.5,5,0
86.4,10.43,0.481,0.625,904.7,331.0,10.55,0.927,150.63,848.82,64.9,7,1
5.05,7.99,0.268,0.71,3378.3,300.8,7.82,2.457,9.06,31.24,62.4,3,0
8.9,10.35,0.427,0.998,2886.9,324.2,3.5,3.396,21.87,130.3,85.5,5,1
19.57,1.79,0.216,0.127,871.9,344.5,7.26,3.967,74.05,192.47,67.0,10,0
76.34,4.5,0.511,0.182,339.4,378.7,6.89,1.512,162.08,741.63,80.2,1,0
13.18,10.58,0.345,0.169,3997.7,104.4,10.37,1.292,57.42,122.82,85.6,7,1
59.13,2.82,0.417,0.459,795.7,311.5,0.04,3.772,243.98,695.89,71.5,11,0
24.21,1.4,0.185,0.839,940.7,290.4,8.8,1.656,83.85,380.27,59.7,8,0
59.31,9.56,0.485,0.86,4892.4,471.9,9.09,1.729,113.06,247.01,93.0,8,1
82.01,10.11,0.985,0.763,3589.1,117.0,11.18,1.138,406.66,978.9,54.7,1,1
23.79,2.37,0.396,0.907,1259.9,30.3,13.34,0.933,76.49,242.0,91.5,4,0
25.6,10.32,0.889,0.391,2958.8,327.1,6.6,1.31,78.91,339.5,91.8,9,0
80.39,8.4,0.859,0.179,2675.2,370.3,5.14,0.908,400.69,826.99,78.5,2,0
25.44,6.48,0.957,0.152,4223.9,142.3,1.53,0.842,115.08,452.21,81.5,1,0
26.4,10.05,0.811,0.867,3649.3,285.9,5.05,10.123,81.77,368.23,67.9,6,1
46.66,5.32,0.694,0.757,4160.3,30.7,1.03,0.82,138.4,499.63,92.1,11,0
55.72,2.73,0.871,0.729,1065.4,480.1,12.04,0.592,102.29,232.25,63.2,11,0
22.16,3.78,0.168,0.406,3204.7,55.9,12.11,0.874,105.08,466.94,78.0,1,0
41.21,6.31,0.517,0.442,210.8,34.7,6.26,1.787,183.5,811.67,50.1,6,0
47.09,6.61,0.99,0.962,354.0,23.0,3.89,4.838,121.73,489.87,97.0,1,0
16.96,9.76,0.793,0.157,3570.5,214.2,1.77,3.101,70.16,334.86,97.4,6,0
55.87,9.6,0.966,0.796,131.9,49.5,12.77,3.693,232.96,659.57,85.5,9,0
5.62,7.19,0.802,0.379,2903.0,372.6,13.16,3.918,12.91,60.87,71.2,5,0
42.06,9.48,0.887,0.135,4203.6,449.5,3.99,5.065,153.44,405.98,58.9,4,0
55.64,2.71,0.736,0.768,1905.9,130.8,9.33,0.536,133.13,475.36,74.6,8,0
28.01,1.08,0.784,0.398,233.8,314.8,3.88,1.226,119.45,271.19,89.6,4,0
45.97,10.55,0.571,0.75,3572.1,22.1,3.38,0.973,93.69,494.38,80.3,4,1
6.3,1.37,0.932,0.737,4649.1,193.9,0.32,0.962,24.22,100.57,76.4,11,0
32.77,3.34,0.843,0.581,3588.7,147.2,8.66,2.113,86.54,509.24,92.5,9,0
61.36,8.5,0.859,0.8,2896.5,115.1,2.25,1.028,99.81,575.81,65.7,1,0
45.49,5.21,0.706,0.623,1157.8,322.7,0.19,1.916,87.94,527.12,93.0,12,0
19.47,10.58,0.374,0.358,86.7,66.0,1.57,0.963,73.84,177.59,72.0,3,0
47.85,3.93,0.132,0.761,3476.4,430.5,4.71,0.745,111.95,495.52,50.1,11,0
65.01,0.64,0.942,0.63,1162.8,332.8,10.04,0.871,241.1,875.28,86.6,4,0
31.75,3.96,0.628,0.111,4292.2,355.7,3.04,3.257,93.72,387.11,93.9,8,0
80.57,7.15,0.368,0.911,2337.2,467.7,13.31,1.838,316.19,1022.89,74.2,1,0
28.23,4.82,0.234,0.591,2657.9,471.2,4.33,7.299,91.05,199.62,72.7,3,0
54.89,6.65,0.847,0.882,3772.1,276.3,4.97,3.575,141.62,684.15,90.3,2,0
81.9,10.58,0.853,0.894,3899.4,248.2,3.27,1.33,164.66,965.42,94.2,6,1
8.01,10.99,0.833,0.5,3216.8,168.4,3.81,0.555,21.57,89.09,98.7,12,0
15.17,3.56,0.681,0.557,4692.8,358.1,1.11,2.241,56.46,187.36,67.3,9,0
29.9,5.81,0.429,0.474,4911.7,269.6,4.42,2.594,122.34,703.86,79.7,10,0
12.57,6.82,0.374,0.504,4735.0,466.5,12.89,1.248,25.91,89.6,91.1,9,0
100.72,11.41,0.108,0.906,4122.7,120.1,10.33,0.523,385.26,2179.85,76.6,10,1
10.01,11.98,0.85,0.809,3531.1,155.8,13.13,1.629,21.3,115.52,73.1,5,0
20.56,3.21,0.179,0.214,3320.0,158.7,1.57,0.586,46.79,192.54,78.6,3,0
47.15,8.86,0.668,0.649,527.7,403.2,6.83,5.627,158.42,745.75,67.8,8,0
2.08,4.85,0.554,0.996,1364.7,50.4,3.44,1.982,5.21,25.03,59.6,9,0
26.15,0.59,0.574,0.636,38.4,228.4,10.82,0.69,99.78,455.44,53.3,9,0
51.11,0.61,0.934,0.807,695.7,214.4,14.55,0.486,247.64,654.52,80.5,11,0
28.35,5.8,0.128,0.792,2201.8,37.5,12.23,2.523,57.3,273.38,69.0,1,0
36.73,6.12,0.796,0.415,741.2,206.0,0.53,2.461,128.44,258.54,94.1,12,0
